Q998319	Q10273457
Q54950378	Q189082
Q35686655	Q591041
Q17182815	Q486972
Q18048128	Q7187
Q83005400	Q11173
Q109707934	Q29654788
Q123793239	Q3914
Q107818256	Q16887380
Q29771385	Q427087
Q24774712	Q8054
Q69269173	Q186408
Q104017785	Q191067
Q54796690	Q21014462
Q93501753	Q532
Q124045713	Q79007
Q85542747	Q318
Q124103079	Q3914
Q18956905	Q79007
Q84645750	Q13433827
Q21045030	Q4167410
Q2647715	Q123705
Q73621965	Q3914
Q96891068	Q21199
Q23107546	Q7187
Q62061936	Q2188189
Q3467585	Q847017
Q64961204	Q838948
Q90727307	Q591041
Q64567468	Q3914
Q118204513	Q95074
Q49861454	Q15324
Q38499768	Q591041
Q29628288	Q4167410
Q76773983	Q523
Q71193162	Q591041
Q112915247	Q66458810
Q49739653	Q124714
Q104970243	Q11173
Q108696250	Q3895768
Q107764987	Q2668072
Q88312779	Q318
Q78575310	Q318
Q78124301	Q523
Q24287317	Q33104279
Q28549273	Q3305213
Q1117209	Q318
Q1653912	Q532
Q22309311	Q7187
Q23028256	Q7187
Q425780	Q532
Q64408844	Q107435521
Q26440579	Q6671777
Q45114366	Q5633421
Q94667386	Q955824
Q51455658	Q49848
Q26322883	Q41176
Q23566783	Q8054
Q30707967	Q4167410
Q93349241	Q523
Q3981984	Q41176
Q26794250	Q12284
Q91473603	Q523
Q43009389	Q41253
Q19539520	Q2188189
Q125805241	Q702492
Q118917364	Q13406554
Q110652698	Q6999
Q89595961	Q523
Q51520223	Q47461344
Q6089256	Q4167410
Q109309118	Q55809450
Q87509863	Q4235019
Q114243165	Q79007
Q96704234	Q5633421
Q126021888	Q5151
Q109112241	Q732577
Q122553998	Q3257686
Q58821654	Q62447
Q65054941	Q864503
Q125374567	Q1697305
Q124184387	Q11266439
Q83830990	Q12042160
Q62818273	Q3863
Q11194893	Q41298
Q20868331	Q11053
Q116361294	Q11266439
Q38359160	Q15142894
Q377172	Q3266850
Q88359397	Q523
Q61638281	Q3914
Q18882878	Q25276
Q12335485	Q16970
Q26548138	Q41176
Q16949144	Q134556
Q12060718	Q15221623
Q28982926	Q7187
Q55236729	Q43229
Q98739196	Q11755880
Q66670448	Q11053
Q3897983	Q47461344
Q75091140	Q3914
Q108694215	Q3305213
Q122697801	Q11446
Q24103064	Q8054
Q75103127	Q3914
Q11146475	Q34442
Q18049847	Q7187
Q37702791	Q13442814
Q74417171	Q11173
Q55608238	Q13406463
Q101971689	Q123057055
Q3604108	Q10353985
Q15644806	Q169930
Q4584153	Q13406554
Q24596733	Q11053
Q22316234	Q8054
Q89591938	Q6999
Q110716252	Q95074
Q98398154	Q4989906
Q34885821	Q12323
Q104336340	Q3305213
Q26322977	Q41176
Q87613329	Q13442814
Q34958894	Q2221906
Q111773747	Q101352
Q41638020	Q26887310
Q123684665	Q12139612
Q18693392	Q11424
Q22229672	Q7187
Q62887423	Q7187
Q123353545	Q838948
Q111007176	Q11053
Q113827749	Q21191270
Q572382	Q532
Q67814163	Q43229
Q26325355	Q41176
Q81494892	Q595871
Q126173152	Q47461344
Q61988995	Q729
Q35362	Q515
Q69300389	Q205892
Q96936573	Q21199
Q23532985	Q8054
Q42227347	Q12042160
Q17672919	Q17633526
Q79996360	Q11060274
Q112801253	Q101352
Q124737447	Q47451145
Q18155356	Q215380
Q106724657	Q19389637
Q123793605	Q3914
Q16274448	Q23397
Q78494041	Q523
Q103198086	Q839954
Q24424280	Q277338
Q91653056	Q591041
Q49647572	Q23442
Q78786164	Q523
Q7158785	Q55488
Q62200900	Q7187
Q98363731	Q358
Q8777394	Q5
Q37132997	Q591041
Q103586560	Q3947
Q123455484	Q9826
Q6621115	Q12139612
Q104322239	Q2151232
Q95423067	Q204107
Q92165907	Q523
Q22339516	Q39594
Q34888452	Q8502
Q18536731	Q55488
Q59241682	Q708492
Q5910680	Q5639584
Q18883229	Q25276
Q64437469	Q8054
Q100570478	Q1864008
Q110628396	Q11266439
Q31472728	Q8502
Q46996048	Q7632426
Q23678597	Q15324
Q32188685	Q271669
Q118437413	Q732577
Q96138708	Q43229
Q27741224	Q8054
Q18180233	Q55488
Q113137864	Q133346
Q66672579	Q732577
Q119308191	Q6671777
Q5357987	Q55488
Q50349617	Q3450985
Q55212166	Q839954
Q84125503	Q6999
Q95032657	Q1260524
Q116212573	Q386724
Q126567	Q2806437
Q22227205	Q41176
Q157153	Q41176
Q8267550	Q4167836
Q50086389	Q591041
Q2028105	Q33506
Q110451841	Q22698
Q108547070	Q429785
Q9021627	Q11446
Q21655999	Q1983062
Q65599081	Q55850593
Q111813041	Q1697305
Q117558299	Q39614
Q63333548	Q30612
Q80320807	Q6243
Q61426687	Q61278455
Q113316287	Q34763
Q100325260	Q95074
Q109958293	Q29654788
Q111650540	Q27686
Q5201718	Q532
Q124029141	Q16560
Q69244364	Q186408
Q22677746	Q3914
Q23739087	Q56061
Q125511555	Q47461344
Q105186620	Q11173
Q106458414	Q3947
Q24580848	Q7187
Q18299914	Q277338
Q107798846	Q49848
Q31201154	Q271669
Q24610991	Q11053
Q67733718	Q273057
Q52856095	Q3914
Q149144	Q7930989
Q71203886	Q107435521
Q5333058	Q16521
Q85320187	Q13442814
Q117692481	Q39614
Q49522317	Q22698
Q24274189	Q532
Q5514653	Q974850
Q107387660	Q36279
Q51406876	Q2352616
Q69184252	Q186408
Q66173277	Q49848
Q96803249	Q49008
Q55686305	Q35112127
Q584137	Q3266850
Q96916849	Q49008
Q106724272	Q19389637
Q37930760	Q35509
Q34530547	Q13442814
Q105341534	Q11173
Q24165521	Q532
Q21106056	Q8054
Q10279613	Q43229
Q28919898	Q3510521
Q29876005	Q8502
Q49936538	Q15324
Q45919929	Q41176
Q81166939	Q166118
Q65168155	Q7278
Q91474145	Q6999
Q69273300	Q205892
Q94558889	Q42372
Q4852611	Q21191270
Q853329	Q2239243
Q89671431	Q571
Q6543605	Q839954
Q34968036	Q124714
Q50807339	Q12139612
Q74410888	Q79529
Q116224201	Q17537576
Q106977202	Q23397
Q932211	Q289
Q120026773	Q7187
Q3229621	Q194195
Q1388841	Q17270000
Q124298113	Q178706
Q2227376	Q587144
Q73328168	Q591041
Q30325254	Q101352
Q28119987	Q40080
Q83523370	Q6243
Q4192964	Q4100864
Q15699440	Q532
Q105008585	Q11173
Q5348950	Q2188189
Q34779851	Q2042028
Q124223586	Q9842
Q17341711	Q4989906
Q22470612	Q695793
Q109753590	Q29654788
Q85068766	Q6999
Q22679999	Q3914
Q54811878	Q189082
Q1185613	Q532
Q16618864	Q23413
Q37195101	Q101352
Q86794654	Q523
Q752470	Q879146
Q80627892	Q6999
Q227779	Q756
Q31884323	Q253019
Q111272676	Q5398426
Q2242060	Q41176
Q5652336	Q2188189
Q88544240	Q13890
Q126711839	Q41176
Q54830678	Q21014462
Q63576938	Q30612
Q59520848	Q11053
Q79942158	Q838948
Q11879707	Q13406463
Q87592580	Q3914
Q83175821	Q417841
Q112911832	Q102496
Q54907699	Q21014462
Q110781054	Q838948
Q123394825	Q322563
Q7120401	Q4213
Q82244470	Q39614
Q39736500	Q11424
Q13528952	Q39614
Q87028892	Q523
Q106564877	Q11060274
Q96928156	Q21199
Q107875638	Q12973014
Q5460082	Q11908691
Q115791382	Q1662100
Q77386021	Q11173
Q83688444	Q523
Q92015203	Q47521
Q26329641	Q11266439
Q77737177	Q523
Q76914122	Q6999
Q86918971	Q595871
Q148525	Q21869758
Q110890731	Q667276
Q95013645	Q1260524
Q34816512	Q1389310
Q106952414	Q4167410
Q76735121	Q39825
Q5558505	Q2593744
Q59239252	Q39715
Q5059954	Q163740
Q15979172	Q11424
Q18060210	Q277338
Q86065710	Q6999
Q116350712	Q114747576
Q88328015	Q523
Q123749891	Q7187
Q16124091	Q532
Q124128764	Q732577
Q108163938	Q473972
Q8044014	Q532
Q32830367	Q4022
Q104291507	Q2221906
Q14464532	Q114747576
Q4556016	Q26896697
Q73608898	Q21073937
Q64992	Q15284
Q117685786	Q39614
Q35392847	Q47521
Q124618641	Q21191270
Q43403835	Q6087062
Q105259984	Q11173
Q64873521	Q9842
Q503705	Q15284
Q69256353	Q186408
Q29817176	Q8054
Q28712234	Q41176
Q10363147	Q11424
Q30267515	Q4830453
Q120199769	Q191067
Q1191195	Q3957
Q23756820	Q4022
Q67458689	Q3914
Q73761066	Q21073937
Q7837390	Q8502
Q32290202	Q23397
Q62288915	Q8054
Q26241834	Q427087
Q60767471	Q783794
Q497847	Q482994
Q310842	Q3918
Q19861319	Q7946
Q1057427	Q13406554
Q4447707	Q82794
Q67806689	Q43229
Q26636937	Q3947
Q24608016	Q11053
Q7587451	Q24398318
Q6091446	Q5398426
Q84224209	Q523
Q100282120	Q11032
Q6974807	Q7278
Q210692	Q7278
Q109837951	Q3241972
Q19994015	Q13433827
Q105267802	Q11173
Q2672226	Q3257686
Q67103209	Q1081138
Q80313817	Q523
Q63433293	Q41176
Q111470200	Q163740
Q75205955	Q6999
Q112941697	Q7075
Q580923	Q34770
Q63052501	Q3863
Q1112711	Q55488
Q47511467	Q16510064
Q119221782	Q838948
Q17156512	Q1077333
Q995790	Q4989906
Q103891365	Q13433827
Q6553739	Q486972
Q23715059	Q3914
Q6951948	Q14026181
Q95159572	Q3055347
Q2050236	Q5144960
Q121308848	Q10688145
Q103941147	Q852190
Q64841253	Q9842
Q90741212	Q6999
Q113004775	Q202444
Q69124700	Q186408
Q5496934	Q7725634
Q24613085	Q7187
Q49785528	Q39816
Q119732650	Q3914
Q125093714	Q631931
Q111087076	Q56019
Q104921300	Q11173
Q49413308	Q820477
Q73724334	Q1410110
Q3217718	Q16521
Q69134360	Q186408
Q11054570	Q327333
Q105191317	Q11173
Q4643814	Q482994
Q6333244	Q4167836
Q21706112	Q55488
Q6317810	Q149621
Q126332379	Q253623
Q99943702	Q3150005
Q122680595	Q47311934
Q32225683	Q271669
Q124071077	Q7889
Q103940593	Q852190
Q88411231	Q6999
Q3508034	Q41176
Q108119851	Q191067
Q56175312	Q8436
Q27342083	Q13406554
Q111412944	Q5056668
Q6752302	Q482994
Q76718443	Q6999
Q1048225	Q8072
Q116405470	Q860861
Q116890949	Q43229
Q26304503	Q42896655
Q123781986	Q3914
Q87371363	Q6243
Q109868465	Q29654788
Q54845623	Q21014462
Q122573299	Q5084
Q97486529	Q532
Q7741121	Q11032
Q105152257	Q11173
Q125038610	Q3914
Q104351412	Q2221906
Q33247743	Q23397
Q58453943	Q15416
Q45822192	Q3914
Q76753090	Q318
Q69266708	Q186408
Q8397769	Q4167836
Q31140653	Q54050
Q13405261	Q8047
Q105777726	Q3511132
Q11515528	Q134556
Q30489936	Q2782326
Q5917768	Q47461344
Q183933	Q820477
Q17080523	Q4830453
Q84999978	Q6999
Q116783159	Q47461344
Q22445307	Q39594
Q79346343	Q5341295
Q123046487	Q202444
Q98741813	Q42948
Q66791794	Q21073937
Q112873865	Q28564
Q23544655	Q8054
Q123361217	Q43305660
Q15200732	Q3863
Q73004772	Q358
Q3886662	Q16917
Q2767835	Q123964505
Q98493088	Q3395121
Q5245293	Q109349450
Q34935364	Q211748
Q124141286	Q9842
Q46668004	Q114747576
Q15552308	Q16521
Q4683963	Q123964505
Q49774835	Q39816
Q20001221	Q202444
Q2597971	Q2725376
Q106774673	Q202444
Q98222537	Q1002697
Q10863796	Q697295
Q113486683	Q2088357
Q90730755	Q55850593
Q2226774	Q65943
Q65038460	Q9346860
Q3429753	Q349
Q79015202	Q1002697
Q31942841	Q4022
Q69100612	Q186408
Q156668	Q193275
Q124231301	Q3914
Q10764268	Q532
Q62012378	Q12323
Q2937763	Q11424
Q24415212	Q277338
Q6726467	Q114747576
Q79870692	Q4502142
Q109811744	Q29654788
Q17528923	Q811979
Q29479112	Q483453
Q21810716	Q16970
Q11285660	Q55488
Q4533017	Q2267705
Q98957736	Q30185
Q34624680	Q121769
Q111619663	Q427087
Q22328519	Q22325163
Q77492964	Q11173
Q314586	Q30103
Q56236576	Q11032
Q10844820	Q532
Q69190220	Q573
Q4350578	Q8502
Q22905940	Q12280
Q79994734	Q4502142
Q23636594	Q34763
Q54846380	Q21014462
Q614531	Q23442
Q4969253	Q13414953
Q18064470	Q201448
Q2049321	Q2143825
Q28517555	Q215380
Q31816764	Q5003624
Q2989961	Q34442
Q21861370	Q618123
Q96093619	Q483394
Q92410881	Q11900210
Q28466244	Q11424
Q63311689	Q6999
Q30263330	Q13226383
Q123775934	Q149566
Q124200430	Q1080794
Q31113467	Q744099
Q22464219	Q23397
Q98168458	Q56296786
Q18638405	Q3559
Q123613969	Q1790144
Q42531513	Q95074
Q28929487	Q35054
Q13135376	Q5084
Q66139255	Q3914
Q108199913	Q473972
Q80075311	Q11060274
Q17545839	Q41176
Q24390058	Q11053
Q105150098	Q11173
Q24579915	Q7187
Q83014409	Q6999
Q111999977	Q27686
Q74841563	Q502074
Q69063883	Q186408
Q5357687	Q43229
Q106296001	Q44167
Q3974671	Q34442
Q15891753	Q43229
Q124460183	Q1792379
Q62611432	Q191067
Q24720982	Q8054
Q64845688	Q9842
Q113633224	Q7725634
Q17600215	Q17633526
Q69164121	Q186408
Q77287686	Q523
Q103818028	Q11173
Q77780610	Q811979
Q71421216	Q121117
Q3558824	Q839954
Q115997745	Q2188189
Q23534050	Q8054
Q66140183	Q3914
Q55414094	Q32483
Q60384662	Q532
Q99647772	Q100532772
Q28212623	Q16970
Q69164418	Q186408
Q110135987	Q11060274
Q3525883	Q618123
Q18555455	Q3305213
Q3798557	Q383126
Q25154908	Q11266439
Q1770285	Q532
Q4418995	Q486972
Q1909382	Q41176
Q3909092	Q10688145
Q105662041	Q30185
Q109806218	Q3241972
Q116303337	Q2995443
Q98171496	Q210272
Q54943538	Q43229
Q6724034	Q532
Q76965972	Q523
Q370625	Q43229
Q124103025	Q9842
Q60680824	Q3947
Q60518829	Q15261477
Q17861990	Q11436
Q99761415	Q783794
Q18063360	Q277338
Q29688134	Q7187
Q107115579	Q585956
Q47466761	Q4504495
Q14878	Q15284
Q61606175	Q3914
Q95991715	Q21014462
Q115420814	Q23442
Q108619630	Q13406554
Q64636580	Q93184
Q20282012	Q486972
Q30934148	Q697295
Q96582046	Q11266439
Q6395210	Q4167836
Q108105772	Q7889
Q26467471	Q1403389
Q79452707	Q43229
Q18061092	Q11053
Q95097446	Q1260524
Q24677566	Q4421
Q116396424	Q57216
Q66740988	Q7210356
Q115633527	Q62832
Q110472136	Q38720
Q81490848	Q8054
Q122783730	Q11446
Q106971156	Q151885
Q116444548	Q838948
Q108782324	Q13406554
Q125770126	Q39825
Q106680767	Q2016147
Q661631	Q532
Q81631633	Q6243
Q3503009	Q34770
Q30034100	Q2341654
Q86853895	Q523
Q6515776	Q105889895
Q6841200	Q486972
Q31821349	Q22698
Q54857461	Q163740
Q111392587	Q27686
Q17596384	Q23413
Q48755370	Q13406554
Q99675502	Q974144
Q20104670	Q737498
Q29707369	Q11053
Q10300969	Q24398318
Q5476382	Q11424
Q12604714	Q851824
Q24959418	Q4022
Q54838248	Q21014462
Q5269693	Q215380
Q93520246	Q13406554
Q112018445	Q27686
Q21810552	Q618123
Q106502287	Q110910970
Q84336281	Q6243
Q125410065	Q253326
Q114310441	Q189082
Q87434244	Q42372
Q51136959	Q171043
Q59421058	Q4989906
Q116437073	Q2142903
Q23640669	Q7725634
Q19590693	Q13406554
Q4271278	Q532
Q3785723	Q134556
Q110270497	Q6128115
Q98821164	Q125191
Q109296772	Q55809450
Q107093262	Q41176
Q1780384	Q7163
Q105377961	Q11173
Q26294289	Q24398318
Q4231829	Q350604
Q32144031	Q34038
Q65545735	Q30612
Q26645649	Q41176
Q122376496	Q7889
Q62012140	Q12323
Q123772825	Q3914
Q108358255	Q15184295
Q69305540	Q186408
Q17415188	Q11266439
Q106711506	Q54050
Q98127204	Q21014462
Q124186736	Q9842
Q107617359	Q179661
Q87562292	Q109615047
Q108064690	Q473972
Q26632106	Q489357
Q64559585	Q4502142
Q475275	Q95074
Q125456464	Q47461344
Q108247982	Q15184295
Q1514977	Q515
Q26427962	Q489357
Q26820336	Q12284
Q89386813	Q42372
Q48770563	Q5398426
Q29516963	Q2341654
Q111620441	Q11053
Q116213086	Q47461344
Q96328931	Q5633421
Q52815412	Q3914
Q69203738	Q186408
Q106831475	Q4502142
Q104857970	Q726
Q79678021	Q634
Q99286668	Q2385804
Q27136024	Q11173
Q69175156	Q186408
Q31207201	Q54050
Q28544371	Q898273
Q98222688	Q56296786
Q54932961	Q2249149
Q19045287	Q327000
Q12411338	Q79007
Q125116178	Q58778
Q76298644	Q125191
Q67620177	Q49848
Q25379028	Q16000047
Q42385502	Q41176
Q91208449	Q6999
Q20959065	Q11053
Q29888936	Q2341654
Q84852751	Q42372
Q55085384	Q121493679
Q71133388	Q2425052
Q106899430	Q118555179
Q898453	Q55488
Q104642014	Q2659904
Q113127234	Q179700
Q34861505	Q22698
Q8028525	Q486972
Q787523	Q786820
Q79723929	Q6999
Q100135351	Q1298668
Q118200525	Q91122
Q105255634	Q11173
Q22611924	Q1210950
Q5061591	Q3477348
Q12509007	Q532
Q434157	Q3518464
Q5431136	Q99536263
Q47089122	Q29048322
Q77385398	Q11173
Q108358397	Q15184295
Q29722013	Q7187
Q30941906	Q482994
Q7514263	Q4022
Q24738600	Q8054
Q99871187	Q3150005
Q40367002	Q41253
Q54795466	Q21014462
Q105276380	Q11173
Q20101665	Q473972
Q77842977	Q4235019
Q64376507	Q27166169
Q85791434	Q83373
Q49577540	Q22698
Q18305645	Q7187
Q813687	Q7075540
Q85082464	Q523
Q86918135	Q6999
Q87992264	Q6999
Q56616932	Q12280
Q24584467	Q11053
Q2634312	Q134556
Q124177314	Q11266439
Q17581848	Q82794
Q3118909	Q486972
Q49491734	Q22698
Q49785958	Q39816
Q115677868	Q55488
Q73004405	Q358
Q106938005	Q860861
Q8762143	Q4167836
Q1069017	Q41176
Q85529831	Q751989
Q1235267	Q836305
Q125036200	Q3914
Q1698828	Q16970
Q111215883	Q13357858
Q6329540	Q14350
Q12049859	Q123705
Q6416549	Q19832712
Q13916602	Q3957
Q559346	Q56061
Q38251179	Q2385804
Q1524105	Q7397
Q85493966	Q6999
Q111200300	Q41710
Q10294	Q1920219
Q49704782	Q124714
Q26849753	Q737498
Q12057656	Q473972
Q109393346	Q5398426
Q117800902	Q11364
Q2631965	Q38720
Q3876050	Q7946
Q41292672	Q3947
Q1082222	Q702492
Q123395704	Q23002037
Q52901436	Q9842
Q27463303	Q23790
Q73013786	Q79913
Q16143351	Q114609228
Q23693	Q41710
Q47186822	Q3947
Q78807126	Q1491746
Q105592175	Q3937033
Q123835801	Q3914
Q7540283	Q482994
Q110203932	Q11173
Q11177289	Q95074
Q118772949	Q1697305
Q76649486	Q6999
Q98128662	Q21014462
Q88902934	Q6999
Q26325064	Q1303167
Q50349724	Q55346096
Q3582271	Q16970
Q124170900	Q11266439
Q112855154	Q5084
Q7067712	Q783794
Q65355192	Q30612
Q101566783	Q486983
Q32206279	Q532
Q26921295	Q732577
Q11494453	Q34442
Q124078887	Q9842
Q29009430	Q10870555
Q109631240	Q125191
Q60779242	Q2424752
Q17327091	Q486972
Q110000165	Q1244442
Q1526490	Q21198342
Q1463625	Q46831
Q584642	Q11483816
Q65921757	Q16510064
Q24775257	Q8054
Q104306790	Q2151232
Q54936437	Q21014462
Q81309361	Q204107
Q2293550	Q123964505
Q80086895	Q244393
Q18012823	Q427626
Q103946570	Q852190
Q100286931	Q11032
Q21119023	Q2996394
Q7402276	Q3914
Q12523775	Q532
Q125461195	Q2995443
Q11640768	Q655311
Q95010067	Q1260524
Q5431451	Q134556
Q66825494	Q131734
Q35279860	Q1248784
Q69863595	Q28564
Q2463847	Q486972
Q22618848	Q5926864
Q4617975	Q16510064
Q5753553	Q55488
Q29255006	Q860861
Q20344402	Q114747576
Q77590591	Q523
Q65514684	Q13406554
Q69279184	Q186408
Q2551617	Q18358548
Q124259302	Q15416
Q17806161	Q811979
Q116399905	Q2385804
Q29939830	Q7187
Q22593486	Q355304
Q66136800	Q3914
Q24590547	Q277338
Q105201643	Q101352
Q124121334	Q9842
Q72599485	Q125191
Q108149261	Q473972
Q116252590	Q2342494
Q19587337	Q11424
Q8987498	Q24398318
Q122557904	Q5084
Q1824763	Q1190392
Q125962821	Q253623
Q56670009	Q532
Q1041360	Q318
Q123769445	Q1971849
Q100306617	Q11032
Q69183909	Q186408
Q109765890	Q29654788
Q117298292	Q205892
Q1454852	Q783794
Q111114968	Q654772
Q69175183	Q186408
Q58144434	Q202444
Q113491493	Q1620908
Q72493331	Q11173
Q100147234	Q11173
Q4780937	Q2188189
Q26302050	Q3947
Q53630552	Q40080
Q2741995	Q507619
Q116394387	Q1785788
Q1167054	Q3266850
Q124160888	Q11266439
Q2983649	Q20860083
Q83545838	Q838948
Q73528192	Q21073937
Q104062406	Q202444
Q34731701	Q12376661
Q3790164	Q215380
Q69329395	Q186408
Q98173106	Q4989906
Q70085490	Q1410110
Q123136177	Q29182
Q124210264	Q114747576
Q69510603	Q12308941
Q870305	Q318
Q12707912	Q322563
Q21366094	Q16521
Q1892610	Q847017
Q113452604	Q44559
Q69248298	Q186408
Q56677364	Q2668072
Q10281806	Q486972
Q113659499	Q11424
Q66349695	Q49848
Q9165762	Q29154515
Q17041647	Q7366
Q116030615	Q7946
Q28703	Q178561
Q19638020	Q10354598
Q738458	Q3266850
Q113081467	Q34442
Q63412549	Q40231
Q43162560	Q41253
Q25038802	Q4167836
Q6546351	Q5084
Q109277466	Q55809450
Q43065431	Q41176
Q3630106	Q16510064
Q3553300	Q708676
Q107024333	Q728937
Q32190960	Q35666
Q7587351	Q16917
Q29228569	Q2341654
Q106946121	Q12280
Q22541204	Q34763
Q17560936	Q95074
Q109711664	Q29654788
Q126452106	Q4167836
Q100277400	Q11032
Q72881952	Q24862
Q54880019	Q21014462
Q95004159	Q1260524
Q87528870	Q29654788
Q105798273	Q2116450
Q23671566	Q15324
Q117273047	Q179049
Q80628768	Q6999
Q4756160	Q928830
Q7601949	Q43229
Q123340069	Q43305660
Q71535952	Q35054
Q7578956	Q12136
Q12052875	Q1573906
Q61071645	Q7366
Q49739291	Q124714
Q106026791	Q11173
Q49382103	Q39594
Q49727032	Q124714
Q674928	Q47460393
Q111300793	Q16510064
Q28502856	Q634
Q2558108	Q15081030
Q41395886	Q41176
Q62382482	Q18219090
Q2017376	Q532
Q21913408	Q23442
Q114313163	Q189118
Q61395269	Q23442
Q101002136	Q5259432
Q69315958	Q186408
Q100280985	Q11032
Q14494262	Q16521
Q516617	Q532
Q105092219	Q1261026
Q10565697	Q839954
Q32824339	Q12323
Q63536643	Q95074
Q52793898	Q5341295
Q47468232	Q212971
Q112840300	Q1266946
Q50815138	Q737498
Q2206569	Q7397
Q65922576	Q13406554
Q4580808	Q27020041
Q3657645	Q16970
Q11403140	Q34442
Q79991827	Q79509036
Q85120974	Q523
Q74433197	Q105044823
Q2310743	Q123964505
Q107164106	Q3257686
Q1779236	Q486972
Q101120837	Q2221906
Q81495793	Q898273
Q108616505	Q808
Q88718217	Q6243
Q41515228	Q5058355
Q111120277	Q654772
Q45314085	Q2996394
Q110893540	Q667276
Q85104330	Q168845
Q110446735	Q125191
Q31044813	Q54050
Q20351683	Q11266439
Q29307330	Q13442814
Q34688863	Q23442
Q83748570	Q318
Q77948201	Q249389
Q22603310	Q355304
Q18473264	Q532
Q48965018	Q673687
Q3869272	Q33506
Q104277960	Q2151232
Q55138577	Q1414135
Q100542567	Q100532772
Q11132699	Q532
Q56232059	Q746549
Q57350852	Q186408
Q29731733	Q277338
Q62530902	Q473972
Q119318100	Q6671777
Q3610236	Q744913
Q1069131	Q163740
Q38031550	Q41176
Q64776360	Q4830453
Q865156	Q55488
Q123552203	Q309481
Q27795347	Q2042028
Q111006147	Q284578
Q66165524	Q3914
Q29486403	Q108325
Q15935847	Q121493679
Q49386909	Q39594
Q100585011	Q100532807
Q69157076	Q186408
Q65090685	Q1531349
Q123551987	Q309481
Q6666823	Q3257686
Q39830349	Q4438121
Q41531821	Q15416
Q27726175	Q737498
Q79853836	Q204107
Q104726688	Q49848
Q6032401	Q19610511
Q77409019	Q11173
Q112940863	Q28564
Q77948250	Q108325
Q49022047	Q8502
Q24617073	Q11053
Q22577794	Q355304
Q81430807	Q523
Q123418925	Q7187
Q22556173	Q39594
Q111787787	Q10145
Q117829933	Q1787679
Q28974966	Q7397
Q106879707	Q124673697
Q100717905	Q732577
Q1312621	Q15284
Q5028599	Q532
Q27257070	Q11173
Q119722933	Q61855877
Q80318947	Q523
Q86843941	Q523
Q28910598	Q43229
Q51393600	Q56648173
Q50293838	Q2996394
Q1004271	Q3914
Q22313098	Q43229
Q24575306	Q2996394
Q104884663	Q48755281
Q604784	Q7946
Q10766134	Q123964505
Q83666999	Q4886
Q2962939	Q5741069
Q50037039	Q16917
Q208	Q2095
Q76101532	Q44559
Q78856253	Q6243
Q7937478	Q215380
Q22571451	Q185113
Q111513937	Q575759
Q13016585	Q53060
Q100538483	Q740464
Q19895324	Q24398318
Q3445760	Q45776
Q38374147	Q41253
Q96187571	Q12280
Q16126056	Q532
Q116727050	Q860861
Q122813105	Q125191
Q18844966	Q25276
Q120023236	Q55579426
Q16256703	Q11879590
Q111668155	Q31855
Q32530561	Q184358
Q110044041	Q3305213
Q110302997	Q3302947
Q28081770	Q13442814
Q114637059	Q11460
Q11180956	Q986065
Q74702730	Q125191
Q14314	Q15284
Q56509150	Q355304
Q47607	Q9143
Q105661682	Q30185
Q93209518	Q6999
Q92604876	Q523
Q20374322	Q11266439
Q125238193	Q1971849
Q76913120	Q6999
Q26156684	Q15141195
Q106654819	Q860861
Q110845573	Q11953984
